"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow","UNIT {logPow}","logBB","UNIT {logBB}","Cbrain/Cblood","UNIT {Cbrain/Cblood}","LogD","UNIT {LogD}","P(BMEC)","UNIT {P(BMEC)}","Kpu(brain)","UNIT {Kpu(brain)}","Kpu(adipose)","UNIT {Kpu(adipose)}","Kpu(bone)","UNIT {Kpu(bone)}","Kpu(heart)","UNIT {Kpu(heart)}","Kpu(kidney)","UNIT {Kpu(kidney)}","Kpu(liver)","UNIT {Kpu(liver)}","Kpu(lungs)","UNIT {Kpu(lungs)}","Kpu(muscle)","UNIT {Kpu(muscle)}","Kpu(pancreas)","UNIT {Kpu(pancreas)}","Kpu(skin)","UNIT {Kpu(skin)}","Kpu(spleen)","UNIT {Kpu(spleen)}","Kpu(stomach)","UNIT {Kpu(stomach)}","Lambda(blood/g)","UNIT {Lambda(blood/g)}","Lambda(brain/g)","UNIT {Lambda(brain/g)}","Lambda(fat/g)","UNIT {Lambda(fat/g)}","Lambda(kidney/g)","UNIT {Lambda(kidney/g)}","Lambda((lungs/g)","UNIT {Lambda((lungs/g)}","Lambda(muscle/g)","UNIT {Lambda(muscle/g)}","Lambda(plasma/g)","UNIT {Lambda(plasma/g)}","Cblood/Cair","UNIT {Cblood/Cair}","Cbrain/Cair","UNIT {Cbrain/Cair}","Cfat/Cair","UNIT {Cfat/Cair}","Cfat/Cblood","UNIT {Cfat/Cblood}","Ckidney/Cblood","UNIT {Ckidney/Cblood}","Ckidney/Cair","UNIT {Ckidney/Cair}","Cliver/Cblood","UNIT {Cliver/Cblood}","Cliver/Cair","UNIT {Cliver/Cair}","Cmuscle/Cair","UNIT {Cmuscle/Cair}","Cmuscle/Cblood","UNIT {Cmuscle/Cblood}","Cwater/Cair","UNIT {Cwater/Cair}","SIF solubility","UNIT {SIF solubility}","Plasma stability","UNIT {Plasma stability}","LogL(water)","UNIT {LogL(water)}","LogL(blood)","UNIT {LogL(blood)}","logPow {measured, converted}","UNIT {logPow}","logBB {measured, converted}","UNIT {logBB}","Cbrain/Cblood {measured, converted}","UNIT {Cbrain/Cblood}","LogD {measured, converted}","UNIT {LogD}","P(BMEC) {measured, converted}","UNIT {P(BMEC)}","Kpu(brain) {measured, converted}","UNIT {Kpu(brain)}","Kpu(adipose) {measured, converted}","UNIT {Kpu(adipose)}","Kpu(bone) {measured, converted}","UNIT {Kpu(bone)}","Kpu(heart) {measured, converted}","UNIT {Kpu(heart)}","Kpu(kidney) {measured, converted}","UNIT {Kpu(kidney)}","Kpu(liver) {measured, converted}","UNIT {Kpu(liver)}","Kpu(lungs) {measured, converted}","UNIT {Kpu(lungs)}","Kpu(muscle) {measured, converted}","UNIT {Kpu(muscle)}","Kpu(pancreas) {measured, converted}","UNIT {Kpu(pancreas)}","Kpu(skin) {measured, converted}","UNIT {Kpu(skin)}","Kpu(spleen) {measured, converted}","UNIT {Kpu(spleen)}","Kpu(stomach) {measured, converted}","UNIT {Kpu(stomach)}","Lambda(blood/g) {measured, converted}","UNIT {Lambda(blood/g)}","Lambda(brain/g) {measured, converted}","UNIT {Lambda(brain/g)}","Lambda(fat/g) {measured, converted}","UNIT {Lambda(fat/g)}","Lambda(kidney/g) {measured, converted}","UNIT {Lambda(kidney/g)}","Lambda((lungs/g) {measured, converted}","UNIT {Lambda((lungs/g)}","Lambda(muscle/g) {measured, converted}","UNIT {Lambda(muscle/g)}","Lambda(plasma/g) {measured, converted}","UNIT {Lambda(plasma/g)}","Cblood/Cair {measured, converted}","UNIT {Cblood/Cair}","Cbrain/Cair {measured, converted}","UNIT {Cbrain/Cair}","Cfat/Cair {measured, converted}","UNIT {Cfat/Cair}","Cfat/Cblood {measured, converted}","UNIT {Cfat/Cblood}","Ckidney/Cblood {measured, converted}","UNIT {Ckidney/Cblood}","Ckidney/Cair {measured, converted}","UNIT {Ckidney/Cair}","Cliver/Cblood {measured, converted}","UNIT {Cliver/Cblood}","Cliver/Cair {measured, converted}","UNIT {Cliver/Cair}","Cmuscle/Cair {measured, converted}","UNIT {Cmuscle/Cair}","Cmuscle/Cblood {measured, converted}","UNIT {Cmuscle/Cblood}","Cwater/Cair {measured, converted}","UNIT {Cwater/Cair}","SIF solubility {measured, converted}","UNIT {SIF solubility}","Plasma stability {measured, converted}","UNIT {Plasma stability}","LogL(water) {measured, converted}","UNIT {LogL(water)}","LogL(blood) {measured, converted}","UNIT {LogL(blood)}","pH","UNIT {pH}","Temperature","UNIT {Temperature}","Equil. Method","Analytical Method","LogP exp Reference","LogP Exp class","Recommended","logPow Method","logPow Buffer","Aq. Phase","Phase Analysed","Tissue","Dataset","Species"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCC","-","-","6","5-Hexyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","66.22","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.66E68","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Skin","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCC","-","-","7","5-Heptyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","124.1","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.259E126","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Skin","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCCC","-","-","8","5-Octyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","153.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E155","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Skin","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)C","-","-","1","5-Methyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.58","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","380.2","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"CCC1(C(NC(NC1=O)=O)=O)CC","-","-","2","Barbital (5-Ethyl-5-ethyl barbituric acid)","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.88","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","758.6","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCC","-","-","3","5-Propyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.33","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2138.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCC","-","-","4","5-Butyl-5-ethyl barbituric acid (Butethal)","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.17","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14790.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCC","-","-","5","5-Pentyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.89","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77620.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCC","-","-","6","5-Hexyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.45","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.818E8","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCC","-","-","7","5-Heptyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.66","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.571E15","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Spleen","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)C","-","-","1","5-Methyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.26","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","182.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"CCC1(C(NC(NC1=O)=O)=O)CC","-","-","2","Barbital (5-Ethyl-5-ethyl barbituric acid)","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.3","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","199.5","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCC","-","-","3","5-Propyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.72","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","524.8","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCC","-","-","4","5-Butyl-5-ethyl barbituric acid (Butethal)","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.17","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14790.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCC","-","-","5","5-Pentyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.22","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","166000.0","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCC","-","-","6","5-Hexyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.27","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.862E18","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"O=C1C(CC)(C(NC(N1)=O)=O)CCCCCCC","-","-","7","5-Heptyl-5-ethyl barbituric acid","A44","9474530","292","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","45.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E47","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","","-","","","","","","","","","","Stomach","","rat"
"CO","-","-","1","Methanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1626.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CCO","-","-","2","Ethanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1332.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(C)O","-","-","3","2-Propanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","719.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CCCO","-","-","4","1-Propanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","955.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(C)=O","-","-","5","Acetone","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","196.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E198","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(C)CO","-","-","6","2-Methyl-1-propanol (Isobutanol)","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","541.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(=O)CC","-","-","7","2-Butanone (Methyl ethyl ketone)","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","125.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E127","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CO","-","-","1","Methanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1413.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CCO","-","-","2","Ethanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1044.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(C)O","-","-","3","2-Propanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","560.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CCCO","-","-","4","1-Propanol","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","720.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NaN","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
"CC(C)=O","-","-","5","Acetone","A45","3721592","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","148.0","Log unit","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0E150","% ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","-","37.0","?C","","","","","","","","","","","","human"
